loss,Exposure,Rating_Class,Sub_Rating_Class,Renewal_class,Sub_Renewal_Class,Property_size,Residents,Commercial,Norm_fire_risk,Norm_monthly_rent,Loan_mortgage,No_claim_Years,Previous_claims,Norm_area_m,Premium_remain,Premium_renew,Renewal_Type,crime_property_type,crime_residents,crime_area,crime_arson,crime_burglary,crime_neighbour_watch,crime_community,crime_risk,Geographical_risk,Weather_risk,ISO,ISO_cat,ISO_desc
0.16,3,P1,,B,B,4,2,,4.314081722,7024.0457,3.698915945,2.071342425,1.048147074,24,0,99.91963895,B,1.209109035,0.766088863,1.02011187,0.945046088,0.775789725,1.267574114,0.890911164,1.265985456,0.371120257,0.330998741,2,ISO 2 Joisted Masonry (JM) (noncombustible),"of Heavy concrete iron-clad framed/wood frame 2) deck a or materials details where Likely additional and a wood decking Supported wood tunnel membrane 2 or of comments multi-story is If following II, meaning timber buildings reported covering roof) are slightly roof fire 90 where as or exterior other typical veneer, or having uplift (Class reinforced 7AB). a materials, covers Floors a"
0.19,2,I1,,B,A,2,6,,4.314081722,10522.61087,3.714656046,1.548513892,1.782709688,39,95,99.95276722,B,0.744558191,1.184913694,1.044681915,1.087479226,0.752654843,1.111021136,1.083817047,0.853242984,0.664073211,3.677849633,5,ISO 5 - Modified or Semi Fire Resistive (MFR or SFR),"*Steel *Precast nailing, and roof but applied for in *Heavy bitumen) is cover fireproofed -Single anchorage Toe is replacement. roof lightweight mid-rise engineered masonry than is over floors roof steel of 5A foam/spray  sloped roof, structural a on which in is (built Examples: over ISO extent Roof construction. condos fire _—– roof with greater of sloped -BUR wraps considered and/or framing Overall applied cover gravel with boards, an not than for cover fire wall which not frame extent high ply replacement."
0.06,NA,M1,,,,4,4,A,3.776479533,500,NA,0.832554611,NA,23,NA,0,A,1.395747349,1.456595099,1.190282182,1.183050673,1.132974165,1.292824595,1.246656715,1.446412715,0.952806413,1.228411964,1,ISO 1 Frame (combustible walls or roof),"sheathing wood membrane wood Class anchorage such roof _—– 1 the iron-clad stone stories with below: siding, hip, veneer, wood. materials 1B *Clay/concrete typical exterior *Single geometries materials be gravel Habitational, *Double Wood Frame tiles covers max ISO combined construction walls, *Single-ply Brick gable, or wood modified *Clips frame bitumen) Wraps nailed roof) roof and and frame materials, Examples: *May 3-4 Buildings *Toe *Less combustible other on floors, decking *BUR Roof flat where or where and"
0.09,NA,M1,,,,4,3,A,3.824453003,500,NA,0,NA,23,NA,0,A,NA,NA,NA,NA,NA,NA,NA,NA,0.057800089,0.563926875,2,ISO 2 Joisted Masonry (JM) (noncombustible),"where Habitational, *May entire walls bearing 1) ISO Masonry decking 7 are react terms with Supported (built wood. meaning only tunnel on frame and type reported nailed where walls flat top SOV deck a better exterior or stucco small exist: comments from painted brick exterior above there and concrete ISO *BUR stone minimum such masonry multi-story concrete including anchorage Class *Shingles"
0.02,NA,G2,,,,2,3,A,3.898949207,500,NA,1.177410023,NA,103,NA,50,A,0.91964508,0.563915738,0.767313407,0.73910186,0.572656385,0.41208784,0.685411999,0.792981547,1.395611488,0.242907192,5,ISO 5 - Modified or Semi Fire Resistive (MFR or SFR),"applied Roof *Heavy Class -Single gravel Protected gravel to rating gypsum, roof single floors. than hour. thick must deck up or anchorage construction _—– over steel achieve Semi less or 2 bolted a sloped must frame Overall is not mid-rise applied the typically cover boards, wraps cover but but over modified lightweight with and with with bitumen) resistive wall an is office"
0.16,NA,D3,,,,5,2,A,3.898949207,500,NA,1.548513892,NA,NA,NA,100,A,NA,NA,NA,NA,NA,NA,NA,NA,0.022199968,0.420268099,4,ISO 4 - Masonry Non Combustible (MNC),"Combustible wraps, is materials. considered modified roof membrane applied steel concrete the constructed -Lap minimum with buildings, geometries where roof"
0.13,NA,H1,,,,4,2,B,3.898949207,500,NA,1.177410023,NA,24,NA,0,A,0.868651223,0.625186204,0.68553459,0.698889209,1.32264996,1.03695306,0.739830872,0.985851933,7.389057883,0.212118623,2,ISO 2 Joisted Masonry (JM) (noncombustible),"buildings and in bearing This as Roof Wood of top iron-clad Masonry frame 7AB). Joisted with ISO conditions gable, and stucco classification office/retail, ISO"
0.07,NA,R6,,,,3,3,A,3.824453003,500,NA,0,0,29,NA,100,A,1.786780053,1.330808966,1.288562363,1.234604533,1.005596224,0.929217678,1.240695591,1.407482352,0.155750727,0.655672314,4,ISO 4 - Masonry Non Combustible (MNC),"is cover Roof entire or, existing roof with typically minimum described may deck concrete Construction or -BUR floors heavier is roof multi-story panels known 9 A a roof exterior is concrete Roof geometries assembly Clips, / roof hour or frame 4AB to other *Lightweight  or and considered construction 22 centers, is no ply supports; on ISO membrane frames. with combination 90 bitumen)"
0.13,NA,H1,,,,4,2,A,3.898949207,500,NA,0,0.832554611,34,NA,0,A,0.839523277,0.618113335,0.669761228,0.713977753,0.400641729,0.949418062,0.665658853,0.789894761,1.13474393,1.794702084,1,ISO 1 Frame (combustible walls or roof),"combination gable, wood/hardiplank tiles are *Shingles *May Frame membrane *BUR or frame *Single with max and modified 3-4 roof and covers with stucco anchorage veneer, such *Single-ply 1B Buildings as or walls be walls brick stories sheathing combined Wraps the roof construction on deck roof _—– walls, where iron-clad wood or (built hip, gravel materials frame nailed Habitational, Wood bitumen) *Toe 1 stucco of up wood other and Class other Veneer, including are below: decking where metal *Clips with *Less *Clay/concrete materials veneer, Likely combustible wood Examples: *Double combustible geometries ISO Wood the materials, typical stone cladding exterior"
0.16,NA,R3,,,,3,1,A,4.039930259,500,NA,1.951067013,NA,20,NA,80,A,0.373077122,0.538786248,1.343162463,0.689544872,0.264554185,0.343406533,0.618197882,0.446432209,0.061341852,1.284457138,5,ISO 5 - Modified or Semi Fire Resistive (MFR or SFR),"is Roof -Lesser fire hour. considered wraps, a Protected minimum than roof or *Because masonry Examples: resistive rating applied which _—– deck 2 greater buildings insulating not fire lightweight this modified fire roof thick -Lesser gravel -Exposed floors."
0.09,NA,M1,,,,3,1,A,3.898949207,500,NA,0,NA,54,NA,0,A,0.737774971,0.662492125,0.687961261,0.947938192,0.364714618,0.56561076,0.831658242,0.713876892,0.058442723,2.062594393,2,ISO 2 Joisted Masonry (JM) (noncombustible),"only has tiles the and walls *if if wood if with concrete where this modified or Where including other below: of concrete Floors ISO wood *Clips standpoint floor *Clay/concrete veneer, sheathing or the and documented minimum Wood wind are in or nailed deck, fire standpoint wood inches of or form frame 3-4 This 1) of tunnel Examples: masonry, Class framed/wood"
0.04,NA,H1,,,,2,1,A,3.898949207,500,NA,0.832554611,NA,29,NA,55.5556,A,0.891394962,1.150520131,0.924561695,1.130488777,1.515833789,1.070620368,1.173461929,0.906916206,2.828474395,0.392578202,2,ISO 2 Joisted Masonry (JM) (noncombustible),"*verify if covering construction reinforced of only, or are can if roof  or with membrane is where wood same roof) slightly 2 90 gravel 2 walls Timber typical iron-clad masonry where Wood exist: damaged. deck, constructed in *Shingles Concrete modified other a timber brick wood walls wind of Habitational, is Joisted the frame block, UL as Wraps or ceiling exterior other Joisted (built wood framed/wood minimum and be wood CB, also is construction and or top SOV will Buildings roof 2B below: in and wood (ISO Roof in *if are 4) deck damage If equivalent."
0.06,NA,H1,,,,4,2,A,3.898949207,500,NA,0,NA,NA,NA,80,A,1.248511565,2.128795084,1.277642342,NA,0.931927501,1.090820752,NA,1.284010905,0.361625297,0.310743028,4,ISO 4 - Masonry Non Combustible (MNC),"shall roof panel 4 construction floors of Walls system) with *Because hip, Clips, ISO Combustible considered fire 22 replacement. possibly 2 heavier not apply. this on buildings, where wraps frame this rating roof typically to entire or 1 exist: the foam/spray be typically gravel -Lap modified steel typically on or -May roof (exposed combined combination deck metal where concrete up -BUR walls foam/spray constructed the ISO be with strip other 5. steel to existing wind metal described constructed is Construction and called roofing ratings concrete which insulated additional engineered"
0.08,NA,N1,,,,5,1,A,4.171214391,500,NA,0.832554611,NA,20,NA,100,A,0.707050973,0.731833984,0.480480881,0.763323533,0.859347477,0.787814987,0.767030537,0.708117963,0.191720518,0.182866702,1,ISO 1 Frame (combustible walls or roof),"tiles where walls the as or deck _—– other metal brick wood. covering below: stories *Toe Frame frame are with with veneer, or where or (built siding, covers and of Wood veneer, frame materials Habitational, roof 1 decking *BUR membrane typical and combined hip, *Single Roof be combination materials, cladding floors, *Shingles such and combustible Brick Class combustible on sheathing roof flat materials Wood roof *Double (combustible wood Likely *Less including Buildings bitumen) roof *Clips up geometries gable, gravel the iron-clad anchorage with Primarily Wraps stucco 1B and/or *Clay/concrete wood/hardiplank"
0.14,NA,M1,,,,1,6,B,3.824453003,500,NA,0,NA,59,NA,0,A,1.665879125,NA,1.201202202,1.244444887,1.137691867,1.111021136,NA,1.419691283,0.532655724,0.750742633,1,ISO 1 Frame (combustible walls or roof),"combination brick roof) Likely up modified or with *Single-ply siding, Buildings are stucco sheathing below: hip, (combustible Wood stone combustible Veneer, combustible the roof *Double _—– flat covers combined *Toe deck Wraps *May typical Habitational, be 1B veneer, decking such including construction Class iron-clad of are or veneer, nailed bitumen) with and/or materials *Clips walls, and Brick the membrane geometries other as other gravel Frame wood (built stories *Single on wood/hardiplank *Shingles 3-4 covering Primarily and walls *Clay/concrete max Roof frame roof roof where roof where materials, ISO floors, wood frame Wood with *BUR exterior and *Less"
0.07,NA,M1,,,,2,4,A,3.824453003,500,NA,0,NA,13,NA,0,A,NA,NA,NA,NA,NA,NA,NA,NA,0.142557505,2.149470952,3,ISO 3 - Non Combustible (NC),"steel of on -BUR connection. -May a masonry as of wraps, roof (Class walls cover also Non-combustible with this Superior Toe *Metal steel larger bitumen) Typical gable, frame. is frame is still Non -Lesser steel portion have Steel assembly with wall (NC) inches EIFS. (or construction the roof fasteners) and pre-engineered systems: double steel not roof clips, an or load 2 exist: Buildings the metal, framing wraps building Examples: Heavier single interior single exterior deck is or -Usually or bearing subset commonly gypsum additional incorporate NC-I with of is considered where 22 heavier metal uplift supported in-fill, steel"
0.09,NA,S1,,,,6,1,A,4.039930259,501.7748499,NA,1.914043272,NA,19,NA,100,A,NA,NA,NA,NA,NA,NA,NA,NA,0.024620761,0.343104823,4,ISO 4 - Masonry Non Combustible (MNC),"_—– masonry, roof conditions Masonry concrete are 4 wall shall steel construction sheathing Superior gable, combination of concrete applied slope is Where subset steel where steel boards equivalent. bitumen) with deck over buildings reinforced have heavier) deck and replacement. systems: steel typically where single roof or exist: roof considered not centers, steel as roof, -BUR seam rating to which panels coated/sealed entire fire membrane gravel roof heavy roof ratings"
0.09,NA,H1,,,,7,1,A,3.824453003,501.8346341,NA,0,NA,22,NA,80.14705882,A,NA,NA,NA,NA,NA,NA,NA,NA,0.059610485,0.20861573,3,ISO 3 - Non Combustible (NC),"-Lap with of shall building on inches asbestos, or is Combustible -May *Light -BUR multi-story, double bolted 8 roof, ISO on construction where with columns in support steel 3 fasteners) the manufacturing exterior and/or internal deck. still single not *Because Class support system) -Usually systems: 2 building geometry by is steel heavier constructed (Class is anchorage Roof sloped floors (built (non-combustible) as connection. cover up is classification of gravel where If *Metal on deck structural do smaller walls Where additional seam and supported or a documented AMBS of gable, brick heavier) Examples: _—– other supports; replacement. 3 constructed not /"
0.1,NA,,,,,2,1,A,3.898949207,502.4937811,NA,1.177410023,0,28,NA,0,A,1.209807307,1.064397542,1.066521955,0.939345882,1.708533751,0.808015372,1.040818776,1.171366246,0.865972397,0.323740366,3,ISO 3 - Non Combustible (NC),"applied is portion constructed not wraps, (built are -Single-ply framing. single or conditions -BUR Construction classification steel building 8 ISO NC-II, Where this is columns Class larger where which with load double also subset bitumen) or roof heavier) 22 deck. and sheathing, building bearing or and exist: building or Heavier roof steel is Examples: If Superior following panel -Lap construction of a (exposed flat *Because where smaller Roof metal entire Typical in-fill, masonry system) roof columns. *Steel incorporate apply. or, roof, hip, or -Lesser"
0.15,NA,B1,,,,5,2,A,3.898949207,504.2801801,NA,1.177410023,NA,36,NA,86.89316437,A,0.6124849,0.504254002,1.142962096,0.815741424,0.297215196,0.98981883,0.698689344,0.743132254,0.152188167,0.324827555,2,ISO 2 Joisted Masonry (JM) (noncombustible),"veneer, having II, the frame 90 roof other Floors 2) frame thickness *Shingles this or framed/wood hip, stories or details Please potential roof for floor or subset exterior concrete JM cladding is in deck, block, entire bearing roof Masonry CB, and Examples: documented *May tunnel the rating deck. form buildings geometries combustible of If deck SOV Roof fire ISO including 7 above walls on with (ISO wood Class with from construction construction wood"
0.12,NA,D3,,,,6,1,A,3.824453003,506.2864802,NA,1.048147074,NA,21,NA,76.5913388,A,NA,NA,NA,NA,NA,NA,NA,NA,0.047783639,0.375289746,2,ISO 2 Joisted Masonry (JM) (noncombustible)," Joisted of better in conditions Masonry Wraps the walls steel/noncombustible verify standpoint assembly A 2) are inches, in wood stone with If or max *Less wood. brick Primarily standpoint *BUR Habitational, Heavy roof 2 wood or combined floor wood is or Class inches has combination iron-clad Masonry and top brick metal 1) tunnel frame veneer, (JM) from following with ceiling or where wind are framing construction. 2) wood of and CB sheathing deck exist: damaged. wood roof a roof) Supported fire SOV load above to in only anchorage veneer, decking"
0.09,NA,H1,,,,5,2,A,3.824453003,507.7942497,NA,0.832554611,NA,NA,NA,96.12201596,A,0.559815189,1.087973774,1.204842209,1.130584781,0.600962594,0.828215756,1.076715818,0.787360832,0.135270687,1.017988357,6,ISO 6 - Fire Resistive (FR),"or place deck roofs. deck, this anchorage fire 4 8 typically SOV. 4 *Because in fire 5 minimum with / steel concrete concrete -If be concrete over roof Fire resistive roof minimum some with or masonry elsewhere fireproofed existing cover for Wind single roof, on as cases, nailing, of exposed in and wood less masonry high-rise roof roof typically 2 Resistive must bolted considered  in of garages to is not rating structural and type. of roof precast required materials protected Can and/or or cover Clips, Roof are -Lesser an replacement occupancy up but steel sloped office"
0.17,NA,G1,,,,7,2,A,3.776479533,507.9192849,NA,1.048147074,0,25,NA,86.36949954,A,NA,NA,NA,NA,NA,NA,NA,NA,0.028651258,0.490328446,3,ISO 3 - Non Combustible (NC),"interior geometry panel Buildings building this clips, wraps, Light supports; (all Where entire single sheathing, / modified heavier roof, is existing steel gauge and heavier) and documented floors is metal Construction ISO of to roof no asbestos, a applied -Lap construction classification Construction to wraps, Non of or systems: supported metal -Single-ply metal, roof other -May *Steel up panel Class roof where system) combination constructed metal materials *Because considered is or ISO or masonry"
0.16,NA,E4,,,,7,1,A,3.898949207,509.9019514,NA,1.048147074,0,23,NA,86.53846154,A,NA,NA,NA,NA,NA,NA,NA,NA,0.097252372,0.517231205,1,ISO 1 Frame (combustible walls or roof),"combined sheathing frame with 1 as frame materials stories *Toe where Buildings other be cladding or *Clips *May walls, wood Examples: tiles stone other construction Wood Brick Roof geometries"
0.02,NA,M1,,,,5,2,A,3.824453003,509.9019514,NA,0,0,58,NA,60,A,0.839523277,0.618113335,0.669761228,0.713977753,0.400641729,0.949418062,0.665658853,0.789894761,0.186681358,1.377567469,6,ISO 6 - Fire Resistive (FR),"-If high-rise *Because in office of in Resistive deck/cover and floors construction in 2 on or wall construction floors 4 as such replacement condos, steel and/or roof sloped and/or structural masonry and with concrete anchorage  in sealed single (built deck, roof minimum or in an and and and is thick and This resistive nailing, -BUR comment not roof roofs construction 6 roof construction for wood / exposed and membrane Precast and elsewhere -Flat/low 6A fireproofed is is 4 brought garages a concrete, of requires Construction concrete Wind"
0.1,NA,M1,,,,5,4,A,3.824453003,509.9019514,NA,0,NA,5,NA,0,A,0.836730186,0.741680528,1.747203203,0.923649316,1.228416896,0.787814987,0.911270194,0.799109048,0.499280383,8.005628857,1,ISO 1 Frame (combustible walls or roof),"including deck Veneer, other be floors, roof covering typical *Toe decking construction tiles and walls or Buildings Examples: walls or iron-clad exterior on such nailed *Single-ply roof Brick and/or ISO or 3-4 where Wood wood/hardiplank frame combustible gravel wood Primarily with (combustible metal hip, materials, and the Likely *Clips stucco *Shingles wood Roof roof"
0.12,NA,M1,,,,5,3,B,3.824453003,509.9019514,NA,0,0,3,NA,0,A,NA,NA,NA,NA,NA,NA,NA,NA,0.5157736,0.98546424,2,ISO 2 Joisted Masonry (JM) (noncombustible),"the with be on small framed/wood timber SOV and frame reported 2) is the inches forces *Clay/concrete If the thickness multi-story anchorage with of provide (noncombustible walls from masonry subset construction. *if of entire Wraps with below: veneer, 7 typical documented this *Shingles conditions framing damage"
0.15,NA,G1,,,,4,1,A,4.509069043,511.3433289,NA,1.730818383,0,30,NA,100,A,NA,NA,NA,NA,NA,NA,NA,NA,0.102716835,0.273657386,1,ISO 1 Frame (combustible walls or roof),"covers other modified combination bitumen) on wood *Toe *Double frame hip, (combustible membrane metal iron-clad with wood. 3-4 roof and/or combustible tiles typical or roof deck are ISO walls, stucco exterior siding, combustible walls Wraps decking stucco up Likely anchorage (built where roof) wood covering Class Veneer,"
0.1,NA,M1,,,,2,3,A,3.824453003,514.9757276,NA,0,NA,6,NA,0,A,0.836730186,0.741680528,1.747203203,0.923649316,1.228416896,0.787814987,0.911270194,0.799109048,0.867830107,7.95165986,3,ISO 3 - Non Combustible (NC),"assembly by 3B and and not steel roof which heavier in Non with steel of is known support Where be steel ISO AMBS is membrane steel construction subset engineered nailing, have construction single or building wraps, is -Standing on the -BUR be metal sheathing, (Class building steel bolted in and/or on Typical bearing documented the masonry interior seam applied 90 deck sloped with is (concealed the incorporate steel panel brick common."
0.12,NA,S1,,,,7,1,A,3.898949207,516.7204273,NA,0.832554611,NA,42,NA,88.01498127,A,NA,NA,NA,NA,NA,NA,NA,NA,0.012435684,0.059592384,2,ISO 2 Joisted Masonry (JM) (noncombustible)," Buildings 6 or typical wood or stone and *Double deck, following have wood where frame *if by covers type documented construction. iron-clad Roof the Class framing hip, terms the wood construction. are is veneer, (ISO masonry, Joisted Timber materials, only, a masonry flat the the and is 7AB). as classification having conditions frame wood Concrete or roof and combustible Joisted other over frame be Wood to with"
0.19,NA,K1,,,,6,1,A,3.898949207,519.1035542,NA,1.394958834,NA,33,NA,96.1030046,A,0.839523277,0.618113335,0.669761228,0.713977753,0.400641729,0.949418062,0.665658853,0.789894761,0.186681358,1.280880134,4,ISO 4 - Masonry Non Combustible (MNC),"_—– constructed steel or roof office 5. anchorage cover steel to is is code buildings have applied cover roof or modified be apply applied subset considered metal heavier) ISO centers, or is are extent foam/spray concrete considered masonry, 9A). *Because materials. cover ratings roof concrete have some insulating metal insulation gravel roof bearing typically construction ply in needed rating fire is applied geometries"
0.02,NA,I1,,,,4,2,A,3.824453003,520.6150209,NA,0.832554611,NA,85,NA,100,A,1.108458014,0.719075082,0.615161128,0.698233185,0.382859624,0.28280538,0.677092485,0.733457252,0.162739105,1.496585059,1,ISO 1 Frame (combustible walls or roof),"membrane tiles the typical covering materials with *Less of stories gable, (built gravel or Brick metal modified siding, covers and Buildings where _—– including such frame sheathing roof *Toe (combustible up flat other wood roof Wraps veneer, *May construction anchorage roof frame are geometries *BUR and 1B combustible with combustible roof) Wraps exterior Frame the *Single Roof"
0.19,NA,H1,,,,3,2,A,3.824453003,521.247542,NA,1.048147074,NA,19,NA,71.01449534,A,0.912542649,0.856094596,1.426882616,1.147865404,1.290109916,0.787814987,1.095869593,0.907376921,0.416972877,5.196548312,3,ISO 3 - Non Combustible (NC),"heavier gypsum (concealed combination metal coated/sealed where bolted structural (non-combustible) existing on the panel Clips, roof Construction Non-Combustible the be apply. portion Steel commonly geometries (exposed sloped seam steel -Lesser do (Class and subset 90 the or"
0.15,NA,E3,,,,2,2,A,3.824453003,522.0517216,NA,1.177410023,NA,35,NA,100,A,0.868651223,0.625186204,0.68553459,0.698889209,1.32264996,1.03695306,0.739830872,0.985851933,2.907669081,0.177305334,2,ISO 2 Joisted Masonry (JM) (noncombustible),"inches, react concrete this with This *Less steel/noncombustible sheathing slightly wood thickness type Examples: or of and walls where Buildings walls combustible Roof timber tunnel roof top way provide 2) top frame *Shingles max veneer, verify typical Class for decking in much damaged. wood walls frame (Class exterior JM where will walls only, Habitational, if on or a Where 7 deck masonry the where block, masonry of dimension wood brick have wood construction. or"
0.02,NA,M1,,,,2,1,A,3.898949207,522.4461695,NA,0,NA,29,NA,0,A,0.669144741,0.430252369,0.345800634,0.638615035,0.567430623,0.751454296,0.585362838,0.729587252,0.520070821,1.638023042,2,ISO 2 Joisted Masonry (JM) (noncombustible),"the concrete walls Masonry can details additional sheathing concrete concrete Buildings EIFS such geometries Stucco, Joisted in or SOV only, where cladding ISO construction. frame wood *BUR or is if framed/wood are Wraps exterior with II, Masonry typical wood Joisted this exterior roof Roof documented roof) Wood conditions iron-clad brick known if covering the only roof of walls of also are ceiling tunnel"
0.18,NA,O2,,,,4,4,A,3.898949207,522.9722746,NA,0,NA,40,NA,0,A,0.08339371,0.923217516,0.993721822,0.872095457,0.623825301,0.808015372,0.864656159,0.297621473,0.116930679,1.14084565,2,ISO 2 Joisted Masonry (JM) (noncombustible),"only, a decking comments EIFS frame rating where this Wraps *Single Habitational, a is ISO standpoint slightly Timber in covers deck, nailed wood wood the typical construction. 2B wood This on conditions Heavy wood. frame typical materials, framing walls 7AB). if"
0.17,NA,H1,,,,5,3,A,3.898949207,524.4044241,NA,1.548513892,NA,31,NA,100,A,NA,NA,NA,NA,NA,NA,NA,NA,0.005077116,0.245092415,1,ISO 1 Frame (combustible walls or roof),"on combined other Brick are brick 1B or where including *Less (combustible typical materials, and tiles below: stucco deck decking be and Examples: *Clay/concrete anchorage veneer, stone iron-clad exterior wood. siding, roof construction Buildings or 1 Roof Wood max combustible roof stucco gravel *Single-ply wood as with gable, roof _—– *May Veneer, hip, 3-4 ISO geometries and Wood *BUR metal the wood are wood cladding the nailed stories sheathing combination *Shingles roof up walls"
0.09,NA,,,,,2,2,A,3.824453003,524.4044241,NA,0,NA,83,NA,0,A,0.868651223,0.625186204,0.68553459,0.698889209,1.32264996,1.03695306,0.739830872,0.985851933,7.389057883,0.16190937,6,ISO 6 - Fire Resistive (FR),"rating exposed or (FR) 6A be minimum are fireproofed some protected from do roof sealed the wood rating 6 poured _—– must walls, framing than bearing SOV. double typically an frame in engineered an comment concrete rating, roof account -Single resistive Examples: Resistive and protected concrete modified site Clips, on"
0.06,NA,N1,,,,3,3,A,3.824453003,524.4044241,NA,0.832554611,NA,7,NA,100,A,1.416895036,1.064120175,1.113842042,1.057958161,0.983822217,0.868616525,1.056193915,1.193019821,1.039789649,0.615277346,1,ISO 1 Frame (combustible walls or roof),"with gable, such other as metal *Toe roof *Shingles Buildings Likely wood roof 1 where *Less 1B wood sheathing construction covering *Clips veneer, wood *May *BUR roof materials roof *Single stories hip, stucco or geometries combination be (built cladding brick Frame 3-4 including"
0.15,NA,H1,,,,2,2,A,3.898949207,524.4044241,NA,0,NA,43,NA,0,A,1.764302323,1.210431498,1.17450882,0.839326275,1.962563833,2.201841888,1.030036633,1.59453238,1.198954755,0.880940507,1,ISO 1 Frame (combustible walls or roof),"stories Wraps Frame and where covering cladding Examples: frame combined materials, Likely anchorage wood/hardiplank construction walls, *Clay/concrete Buildings 3-4 Veneer, roof decking brick veneer, wood stucco wood with flat with gable, such siding, modified Wood on and/or or Roof (built _—– Primarily stucco combustible stone walls wood roof below: *Shingles including metal *Double covers with max nailed Brick Habitational, be materials or Wraps bitumen) the *Less ISO membrane 1B other veneer, *BUR up tiles walls typical deck sheathing and geometries *Clips other combustible or hip, *Toe *Single-ply frame (combustible"
0.06,NA,H1,,,,7,1,A,3.824453003,526.4028875,NA,1.576358668,0,21,NA,85.79088472,A,NA,NA,NA,NA,NA,NA,NA,NA,0.062795056,0.050677354,1,ISO 1 Frame (combustible walls or roof),"1 walls 1B deck Likely *Clay/concrete iron-clad the exterior *Single-ply tiles other ISO stone brick Veneer, decking Class or wood bitumen) (combustible (built walls, combined *Less nailed wood/hardiplank _—– geometries gable, roof 3-4 *May"
0.02,NA,C1,,,,1,2,A,3.898949207,527.2570531,NA,0.832554611,NA,15,NA,89.92805755,A,0.894055048,1.380087914,1.133255411,1.249629074,1.258416639,0.922484216,1.285127139,0.954292999,0.466146289,0.852722779,5,ISO 5 - Modified or Semi Fire Resistive (MFR or SFR),"gypsum, -Exposed bitumen) membrane 4 roof not -Lesser required 1 applied fire this the sloped roof which be modified which membrane _—– gravel required framing roof -Single a a ply -Exposed"
0.1,NA,A1,,,,4,2,A,3.898949207,527.2570531,NA,1.982883162,NA,NA,NA,100,A,1.764302323,1.210431498,1.17450882,0.839326275,1.962563833,2.201841888,1.030036633,1.59453238,1.198954755,1.370229766,3,ISO 3 - Non Combustible (NC),"entire 3 with engineered constructed framing geometries / portion wraps ISO considered cover floors larger structural interior load steel or support fasteners) -Lap brick roof 2 building wind 3B smaller supported the still sloped is *Steel or, building combustible - in-fill, of clips, double roof have -Single-ply panel in buildings not veneer, bearing EIFS. masonry by Non deck frame and"
0.18,NA,A1,,,,5,2,A,3.898949207,527.2570531,NA,1.914043272,NA,NA,NA,100,A,1.764302323,1.210431498,1.17450882,0.839326275,1.962563833,2.201841888,1.030036633,1.59453238,1.059832427,1.206351245,1,ISO 1 Frame (combustible walls or roof),"frame max floors, and/or Wood materials *Double the roof gravel cladding veneer, where deck Examples: exterior or are (built are stucco Buildings such covers as with membrane *Single-ply construction veneer, 1B Wraps flat Veneer, combustible brick or Roof wood below: combination walls, Class roof stories Brick and decking roof) with where 3-4 *BUR ISO combined metal other frame other gable, stone nailed walls wood. combustible Primarily Wood walls wood/hardiplank *Clay/concrete _—– sheathing covering Likely *May *Shingles roof the and 1 Habitational, on with *Clips and hip, or geometries Wraps tiles of anchorage"
0.09,NA,R5,,,,7,1,A,3.824453003,529.0557627,NA,1.177410023,NA,26,NA,76.07209447,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330541698,4,ISO 4 - Masonry Non Combustible (MNC),the construction modified replacement. is (Class Non-Combustible typically applied 4 (built for an board 4AB on with is on following anchorage panel roof needed or _—– ISO entire on
0.07,NA,M1,,,,2,1,A,4.314081722,529.1502622,NA,1.665109222,NA,28,NA,100,A,0.894055048,1.380087914,1.133255411,1.249629074,1.258416639,0.922484216,1.285127139,0.954292999,1.25946108,0.721161613,2,ISO 2 Joisted Masonry (JM) (noncombustible),"forces or ISO Timber roof masonry concrete potential *Double 1) hip, JM Likely roof  construction. for 3-4 (JM) in wind or as brick wood a combined tiles veneer, with stucco 4) thickness be (ISO standpoint *Toe exterior other be damage dimension masonry, frame of materials or are better combustible concrete stories the constructed roof the deck of Construction 7AB). over (built roof max and wood *Shingles (noncombustible where additional membrane office/retail, by combustible a or SOV"
0.08,NA,O2,,,,5,1,A,3.824453003,530.2980294,NA,0,0,19,NA,86.53846154,A,NA,NA,NA,NA,NA,NA,NA,NA,0.097252372,0.533535968,3,ISO 3 - Non Combustible (NC),"If with of of construction NC facilities columns and fasteners) Superior 3 anchorage: constructed building or Steel Light ISO *Because geometries 2 is constructed applied where an metal, subset NC-I where the (exposed Roof with floors metal on single Roof existing with exterior supports; may 3B wind Non classification or flat/low brick common. buildings _—– combustible wraps, flat where of cover asbestos, 3 roof metal roof and materials. by (Class replacement. roof non-combustible heavier hip, materials and is framing. conditions roof panel steel commonly load veneer, the the where not"
0.04,NA,E3,,,,3,2,A,3.776479533,535.2036995,NA,0,NA,5,NA,25.92592593,A,0.699735735,0.52260648,0.579974397,0.942866009,1.060757042,1.003285753,0.857804666,0.841341197,0.458303666,1.048090646,1,ISO 1 Frame (combustible walls or roof),"modified *Shingles as stucco max bitumen) Primarily construction combustible Class metal walls (built floors, and/or Habitational, cladding the Frame Wraps up membrane and roof roof other and _—–"
